MODELYEAR,MAKE,MODEL,VEHICLECLASS,ENGINESIZE,FUELCONSUMPTION,CO2EMISSIONS
2014,FORD,F150 FFV,PICKUP TRUCK - STANDARD,5,16.7,315
2014,FORD,F150 FFV,PICKUP TRUCK - STANDARD,5,12.3,336
2014,FORD,F150 FFV,PICKUP TRUCK - STANDARD,5,16.7,315
2014,FORD,F150 FFV 4X4,PICKUP TRUCK - STANDARD,3.7,11.4,308
2014,FORD,F150 FFV 4X4,PICKUP TRUCK - STANDARD,3.7,15.3,288
2014,FORD,F150 FFV 4X4,PICKUP TRUCK - STANDARD,3.7,11.4,308
2014,FORD,F150 FFV 4X4,PICKUP TRUCK - STANDARD,3.7,15.3,288
2014,FORD,F150 FFV 4X4,PICKUP TRUCK - STANDARD,5,12.6,343
2014,FORD,F150 FFV 4X4,PICKUP TRUCK - STANDARD,5,17,320
2014,FORD,F150 FFV 4X4,PICKUP TRUCK - STANDARD,5,12.5,340
2014,FORD,F150 FFV 4X4,PICKUP TRUCK - STANDARD,5,16.9,318
2014,FORD,F150 RAPTOR 4X4,PICKUP TRUCK - STANDARD,6.2,15,414
2014,FORD,FIESTA,SUBCOMPACT,1.6,6.5,175
2014,FORD,FIESTA,SUBCOMPACT,1.6,6.4,175
2014,FORD,FIESTA SFE,SUBCOMPACT,1,5.5,152
2014,FORD,FIESTA SFE,SUBCOMPACT,1.6,5.8,161
2014,FORD,FIESTA ST,COMPACT,1.6,6.8,184
2014,FORD,FLEX,SUV - STANDARD,3.5,9.4,264
2014,FORD,FLEX AWD,SUV - STANDARD,3.5,10.2,278
2014,FORD,FLEX AWD (EcoBoost),SUV - STANDARD,3.5,10.4,294
2014,FORD,FOCUS,COMPACT,2,7.4,205
2014,FORD,FOCUS FFV,COMPACT,2,6.4,177
2014,FORD,FOCUS FFV,COMPACT,2,8.5,165
2014,FORD,FOCUS FFV,COMPACT,2,6.4,179
2014,FORD,FOCUS FFV,COMPACT,2,8.5,165
2014,FORD,FOCUS FFV,COMPACT,2,6.6,184
2014,FORD,FOCUS FFV,COMPACT,2,8.9,170
2014,FORD,FOCUS SFE FFV,COMPACT,2,5.8,166
2014,FORD,FOCUS SFE FFV,COMPACT,2,8.3,162
2014,FORD,FUSION,MID-SIZE,1.5,6.6,196
2014,FORD,FUSION,MID-SIZE,1.6,6.4,186
2014,FORD,FUSION,MID-SIZE,2,7.1,207
2014,FORD,FUSION,MID-SIZE,2.5,7,205
2014,FORD,FUSION (Start/Stop),MID-SIZE,1.5,6.3,186
2014,FORD,FUSION AWD,MID-SIZE,2,7.5,216
2014,FORD,FUSION HYBRID,MID-SIZE,2,5.7,126
2014,FORD,MUSTANG,SUBCOMPACT,3.7,7.8,235
2014,FORD,MUSTANG,SUBCOMPACT,3.7,8.1,244
2014,FORD,MUSTANG,SUBCOMPACT,5,9.3,264
2014,FORD,MUSTANG,SUBCOMPACT,5,9.4,292
2014,FORD,MUSTANG,SUBCOMPACT,5.8,9.9,304
2014,FORD,MUSTANG CONVERTIBLE,SUBCOMPACT,3.7,8.2,244
2014,FORD,TAURUS,FULL-SIZE,2,7.3,209
2014,FORD,TAURUS AWD,FULL-SIZE,3.5,9.4,271
2014,FORD,TAURUS FFV,FULL-SIZE,3.5,8.1,237
2014,FORD,TAURUS FFV,FULL-SIZE,3.5,11.1,229
2014,FORD,TAURUS FFV AWD,FULL-SIZE,3.5,9.1,258
2014,FORD,TAURUS FFV AWD,FULL-SIZE,3.5,12.5,251
2014,FORD,TRANSIT CONNECT,SPECIAL PURPOSE VEHICLE,1.6,8,218
2014,FORD,TRANSIT CONNECT,SPECIAL PURPOSE VEHICLE,2.5,8.2,228
2014,FORD,TRANSIT CONNECT TAXI,SPECIAL PURPOSE VEHICLE,1.6,8.3,232
2014,FORD,TRANSIT CONNECT WAGON,SPECIAL PURPOSE VEHICLE,2.5,8.5,239
2014,GMC,ACADIA,SUV - STANDARD,3.6,9.9,283
2014,GMC,ACADIA AWD,SUV - STANDARD,3.6,10.4,297
2014,GMC,SAVANA 1500 CARGO,VAN - CARGO,4.3,12.7,347
2014,GMC,SAVANA 1500 CARGO,VAN - CARGO,5.3,13.4,366
2014,GMC,SAVANA 1500 CARGO,VAN - CARGO,5.3,17.7,334
2014,GMC,SAVANA 1500 CARGO AWD,VAN - CARGO,5.3,14.2,380
2014,GMC,SAVANA 1500 CARGO AWD,VAN - CARGO,5.3,18.8,344
2014,GMC,SAVANA 1500 CARGO CONV,VAN - CARGO,5.3,13.9,380
2014,GMC,SAVANA 1500 CARGO CONV,VAN - CARGO,5.3,18.5,344
2014,GMC,SAVANA 1500 CARGO CONV AWD,VAN - CARGO,5.3,14.2,380
2014,GMC,SAVANA 1500 CARGO CONV AWD,VAN - CARGO,5.3,19.3,362
2014,GMC,SAVANA 1500 PASSENGER,VAN - PASSENGER,5.3,13.9,380
2014,GMC,SAVANA 1500 PASSENGER,VAN - PASSENGER,5.3,18.5,344
2014,GMC,SAVANA 1500 PASSENGER AWD,VAN - PASSENGER,5.3,14.2,380
2014,GMC,SAVANA 1500 PASSENGER AWD,VAN - PASSENGER,5.3,19.3,362
2014,GMC,SAVANA 2500 PASSENGER,VAN - PASSENGER,4.8,14.2,414
2014,GMC,SAVANA 2500 PASSENGER,VAN - PASSENGER,6,15,432
2014,GMC,SAVANA 2500 PASSENGER,VAN - PASSENGER,6,20.4,411
2014,GMC,SAVANA 3500 PASSENGER,VAN - PASSENGER,4.8,14.3,419
2014,GMC,SAVANA 3500 PASSENGER,VAN - PASSENGER,6,15,435
2014,GMC,SAVANA 3500 PASSENGER,VAN - PASSENGER,6,20.5,413
2014,GMC,SIERRA,PICKUP TRUCK - STANDARD,4.3,9.9,271
2014,GMC,SIERRA,PICKUP TRUCK - STANDARD,4.3,14.2,269
2014,GMC,SIERRA,PICKUP TRUCK - STANDARD,5.3,10.3,292
2014,GMC,SIERRA,PICKUP TRUCK - STANDARD,5.3,13.7,270
2014,GMC,SIERRA,PICKUP TRUCK - STANDARD,6.2,11.4,324
2014,GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,4.3,10.6,290
2014,GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,4.3,15.1,285
2014,GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,5.3,10.6,299
2014,GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,5.3,14.2,277
2014,GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,6.2,11.7,329
2014,GMC,TERRAIN,SUV - SMALL,2.4,7.3,209
2014,GMC,TERRAIN,SUV - SMALL,3.6,9.6,276
2014,GMC,TERRAIN,SUV - SMALL,3.6,13.1,259
2014,GMC,TERRAIN AWD,SUV - SMALL,2.4,8.2,230
2014,GMC,TERRAIN AWD,SUV - SMALL,3.6,9.9,290
2014,GMC,TERRAIN AWD,SUV - SMALL,3.6,13.6,272
2014,GMC,YUKON,SUV - STANDARD,5.3,11.1,317
2014,GMC,YUKON,SUV - STANDARD,5.3,14.6,294
2014,GMC,YUKON 4WD,SUV - STANDARD,5.3,11.1,317
2014,GMC,YUKON 4WD,SUV - STANDARD,5.3,14.6,294
2014,GMC,YUKON DENALI AWD,SUV - STANDARD,6.2,11.8,338
2014,GMC,YUKON DENALI AWD,SUV - STANDARD,6.2,16.1,322
2014,GMC,YUKON DENALI XL AWD,SUV - STANDARD,6.2,13.4,377
2014,GMC,YUKON DENALI XL AWD,SUV - STANDARD,6.2,17.8,354
2014,GMC,YUKON XL,SUV - STANDARD,5.3,11.1,317
2014,GMC,YUKON XL,SUV - STANDARD,5.3,14.6,294
2014,GMC,YUKON XL 4WD,SUV - STANDARD,5.3,11.1,317
2014,GMC,YUKON XL 4WD,SUV - STANDARD,5.3,14.6,294
2014,HONDA,ACCORD,MID-SIZE,2.4,6.6,182
2014,HONDA,ACCORD,MID-SIZE,2.4,6.9,186
2014,HONDA,ACCORD,MID-SIZE,2.4,6.9,200
2014,HONDA,ACCORD,MID-SIZE,3.5,6.8,209
2014,HONDA,ACCORD,MID-SIZE,3.5,7.3,221
2014,HONDA,ACCORD,MID-SIZE,3.5,8.4,251
2014,HONDA,ACCORD HYBRID,MID-SIZE,2,4.9,110
2014,HONDA,CIVIC,COMPACT,1.8,6,161
2014,HONDA,CIVIC,COMPACT,1.8,6.2,166
2014,HONDA,CIVIC,COMPACT,1.8,6.6,175
2014,HONDA,CROSSTOUR AWD,SUV - SMALL,3.5,8.5,246
2014,HONDA,CR-V,SUV - SMALL,2.4,7.6,209
2014,HONDA,CR-V AWD,SUV - SMALL,2.4,7.9,216
2014,HONDA,CR-Z,TWO-SEATER,1.5,6,145
2014,HONDA,CR-Z,TWO-SEATER,1.5,6.1,159
2014,HONDA,FIT,STATION WAGON - SMALL,1.5,6.5,172
2014,HONDA,FIT,STATION WAGON - SMALL,1.5,6.9,177
2014,HONDA,ODYSSEY,MINIVAN,3.5,8.5,244
2014,HONDA,PILOT,SUV - SMALL,3.5,9.3,265
2014,HONDA,PILOT AWD,SUV - SMALL,3.5,9.7,276
2014,HONDA,RIDGELINE AWD,PICKUP TRUCK - STANDARD,3.5,11.3,308
2014,HYUNDAI,ACCENT,COMPACT,1.6,6.3,177
2014,HYUNDAI,ACCENT,COMPACT,1.6,6.4,177
2014,HYUNDAI,ELANTRA GT,MID-SIZE,2,7.2,198
2014,HYUNDAI,ELANTRA GT,MID-SIZE,2,7,196
2014,HYUNDAI,EQUUS,FULL-SIZE,5,10.2,304
2014,HYUNDAI,GENESIS,FULL-SIZE,3.8,8.7,255
2014,HYUNDAI,SANTA FE,SUV - SMALL,3.3,9.1,258
2014,HYUNDAI,SANTA FE 4WD,SUV - SMALL,3.3,9.5,267
2014,HYUNDAI,SANTA FE SPORT,SUV - SMALL,2.4,8.7,237
2014,HYUNDAI,SANTA FE SPORT 4WD,SUV - SMALL,2,9.7,264
2014,HYUNDAI,SANTA FE SPORT 4WD,SUV - SMALL,2.4,9.4,255
2014,HYUNDAI,SONATA,FULL-SIZE,2,7.5,221
2014,HYUNDAI,SONATA,FULL-SIZE,2.4,7,196
2014,HYUNDAI,SONATA HYBRID,MID-SIZE,2.4,5.9,143
2014,HYUNDAI,SONATA HYBRID LIMITED,MID-SIZE,2.4,5.9,145
2014,HYUNDAI,TUCSON,SUV - SMALL,2,8.2,214
2014,HYUNDAI,TUCSON,SUV - SMALL,2,8.6,232
2014,HYUNDAI,TUCSON,SUV - SMALL,2.4,8.3,230
2014,HYUNDAI,TUCSON 4WD,SUV - SMALL,2,9.3,242
2014,HYUNDAI,TUCSON 4WD,SUV - SMALL,2.4,9.3,244
2014,HYUNDAI,VELOSTER,COMPACT,1.6,6.6,177
2014,HYUNDAI,VELOSTER,COMPACT,1.6,6.7,184
2014,HYUNDAI,VELOSTER TURBO,COMPACT,1.6,7.5,202
2014,HYUNDAI,VELOSTER TURBO,COMPACT,1.6,7.1,196
2014,INFINITI,Q50,MID-SIZE,3.7,8,235
2014,INFINITI,Q50 AWD,MID-SIZE,3.7,8.7,248
2014,INFINITI,Q50 HYBRID,COMPACT,3.5,6.7,172
2014,INFINITI,Q50 HYBRID AWD,COMPACT,3.5,7.5,189
2014,INFINITI,Q60 AWD COUPE,SUBCOMPACT,3.7,9.4,265
2014,INFINITI,Q60 CONVERTIBLE,SUBCOMPACT,3.7,9.3,269
2014,INFINITI,Q60 CONVERTIBLE,SUBCOMPACT,3.7,9.8,283
2014,INFINITI,Q60 COUPE,SUBCOMPACT,3.7,8.9,255
2014,INFINITI,Q60 COUPE,SUBCOMPACT,3.7,9.3,267
2014,INFINITI,Q70,MID-SIZE,3.7,8.9,253
2014,INFINITI,Q70,MID-SIZE,5.6,9.5,283
2014,INFINITI,Q70 AWD,MID-SIZE,3.7,9.6,267
2014,INFINITI,Q70 AWD,MID-SIZE,5.6,10.2,294
2014,INFINITI,Q70 HYBRID,MID-SIZE,3.5,7,175
2014,INFINITI,QX50 AWD,STATION WAGON - SMALL,3.7,9.6,271
2014,INFINITI,QX60,SUV - SMALL,3.5,9,244
2014,INFINITI,QX60 AWD,SUV - SMALL,3.5,9.3,253
2014,INFINITI,QX60 HYBRID AWD,SUV - STANDARD,2.5,8.2,196
2014,INFINITI,QX70 AWD,SUV - SMALL,3.7,10.7,294
2014,INFINITI,QX70 AWD,SUV - SMALL,5,11.9,334
2014,INFINITI,QX80 4WD,SUV - STANDARD,5.6,12.1,345
2014,JAGUAR,F-TYPE CONVERTIBLE,TWO-SEATER,3,8.4,237
2014,JAGUAR,F-TYPE S CONVERTIBLE,TWO-SEATER,3,8.7,244
2014,JAGUAR,F-TYPE V8 S CONVERTIBLE,TWO-SEATER,5,10.2,294
2014,JAGUAR,XF,MID-SIZE,2,8.2,242
2014,JAGUAR,XF 3.0L AWD,MID-SIZE,3,9.1,281
2014,JAGUAR,XFR,MID-SIZE,5,10.3,306
2014,JAGUAR,XFR,MID-SIZE,5,14.1,290
2014,JAGUAR,XFR-S,MID-SIZE,5,10.3,306
2014,JAGUAR,XJ AWD,FULL-SIZE,3,9.6,285
2014,JAGUAR,XJ SUPERCHARGED,FULL-SIZE,5,10.2,306
2014,JAGUAR,XJ SUPERCHARGED,FULL-SIZE,5,13.6,280
2014,JAGUAR,XJL AWD PORTFOLIO,FULL-SIZE,3,9.6,285
2014,JAGUAR,XJL SUPERCHARGED,FULL-SIZE,5,10.2,306
2014,JAGUAR,XJL SUPERCHARGED,FULL-SIZE,5,13.6,280
2014,JAGUAR,XJR,FULL-SIZE,5,10.2,306
2014,JAGUAR,XJR LWB,FULL-SIZE,5,10.2,306
2014,JAGUAR,XK CONVERTIBLE,MINICOMPACT,5,10.6,301
2014,JAGUAR,XK COUPE,MINICOMPACT,5,9.9,290
2014,JAGUAR,XKR CONVERTIBLE,MINICOMPACT,5,10.9,315
2014,JAGUAR,XKR COUPE,MINICOMPACT,5,10.9,310
2014,JAGUAR,XKR-S CONVERTIBLE,MINICOMPACT,5,10.9,315
2014,JAGUAR,XKR-S COUPE,MINICOMPACT,5,10.9,310
2014,JEEP,CHEROKEE,SUV - SMALL,2.4,7.7,218
2014,JEEP,CHEROKEE,SUV - SMALL,3.2,8.3,242
2014,JEEP,CHEROKEE 4X4,SUV - SMALL,2.4,8.3,230
2014,JEEP,CHEROKEE 4X4,SUV - SMALL,3.2,8.8,248
2014,JEEP,CHEROKEE 4X4 Active Drive II,SUV - SMALL,2.4,8.6,232
2014,JEEP,CHEROKEE 4X4 Active Drive II,SUV - SMALL,3.2,9.1,253
2014,JEEP,CHEROKEE TRAILHAWK 4X4,SUV - SMALL,2.4,9.4,251
2014,JEEP,CHEROKEE TRAILHAWK 4X4,SUV - SMALL,3.2,9.5,267
2014,JEEP,COMPASS,SUV - SMALL,2,8.3,225
2014,JEEP,COMPASS,SUV - SMALL,2,7.8,209
2014,JEEP,COMPASS,SUV - SMALL,2.4,8.3,225
2014,JEEP,COMPASS,SUV - SMALL,2.4,8.3,216
2014,JEEP,COMPASS 4X4,SUV - SMALL,2.4,8.7,235
2014,JEEP,COMPASS 4X4,SUV - SMALL,2.4,8.4,216
2014,JEEP,COMPASS 4X4 TRAIL RATED,SUV - SMALL,2.4,10.3,255
2014,JEEP,GRAND CHEROKEE 4X4 (MDS),SUV - STANDARD,5.7,11.7,340
2014,JEEP,GRAND CHEROKEE 4X4 DIESEL,SUV - STANDARD,3,8.4,267
2014,JEEP,GRAND CHEROKEE 4X4 FFV,SUV - STANDARD,3.6,9.8,278
2014,JEEP,GRAND CHEROKEE 4X4 FFV,SUV - STANDARD,3.6,13,250
2014,JEEP,GRAND CHEROKEE 4X4 SRT (MDS),SUV - STANDARD,6.4,12.6,363
2014,JEEP,PATRIOT,SUV - SMALL,2,8.3,225
2014,JEEP,PATRIOT,SUV - SMALL,2,7.8,209
2014,JEEP,PATRIOT,SUV - SMALL,2.4,8.3,225
2014,JEEP,PATRIOT,SUV - SMALL,2.4,8.3,216
2014,JEEP,PATRIOT 4X4,SUV - SMALL,2.4,8.7,235
2014,JEEP,PATRIOT 4X4,SUV - SMALL,2.4,8.4,216
2014,JEEP,PATRIOT 4X4 TRAIL RATED,SUV - SMALL,2.4,10.3,255
2014,JEEP,WRANGLER 4X4 (2-DOOR),SUV - SMALL,3.6,11.1,294
2014,JEEP,WRANGLER 4X4 (2-DOOR),SUV - SMALL,3.6,11,294
2014,JEEP,WRANGLER UNLIMITED 4X4 (4-DOOR),SUV - SMALL,3.6,11.7,308
2014,JEEP,WRANGLER UNLIMITED 4X4 (4-DOOR),SUV - SMALL,3.6,11.4,308
2014,KIA,CADENZA,FULL-SIZE,3.3,8.8,251
2014,KIA,FORTE,MID-SIZE,1.8,6.6,191
2014,KIA,FORTE,MID-SIZE,1.8,6.4,184
2014,KIA,FORTE,MID-SIZE,2,6.6,193
2014,KIA,FORTE,MID-SIZE,2,6.8,193
2014,KIA,FORTE 5,FULL-SIZE,1.6,8,223
2014,KIA,FORTE 5,FULL-SIZE,1.6,8.2,225
2014,KIA,FORTE 5,FULL-SIZE,2,6.8,193
2014,KIA,FORTE 5,FULL-SIZE,2,7,196
2014,KIA,FORTE KOUP,COMPACT,1.6,7.9,216
2014,KIA,FORTE KOUP,COMPACT,1.6,8.1,221
2014,KIA,FORTE KOUP,COMPACT,2,7,193
2014,KIA,FORTE KOUP,COMPACT,2,7.2,198
2014,KIA,OPTIMA,MID-SIZE,2,7.6,228
2014,KIA,OPTIMA,MID-SIZE,2.4,6.8,200
2014,KIA,RIO,COMPACT,1.6,6.3,175
2014,KIA,RIO,COMPACT,1.6,6.4,177
2014,KIA,RIO ECO,COMPACT,1.6,6.4,175
2014,KIA,RONDO,STATION WAGON - MID-SIZE,2,7.5,212
2014,KIA,RONDO,STATION WAGON - MID-SIZE,2,7.4,214
2014,KIA,SEDONA,MINIVAN,3.5,9.9,276
2014,KIA,SORENTO,SUV - SMALL,2.4,8.5,237
2014,KIA,SORENTO,SUV - SMALL,3.3,9.5,262
2014,KIA,SORENTO 4WD,SUV - SMALL,2.4,9.3,253
2014,KIA,SORENTO 4WD,SUV - SMALL,3.3,9.9,271
2014,KIA,SOUL,STATION WAGON - SMALL,1.6,7.9,205
2014,KIA,SOUL,STATION WAGON - SMALL,1.6,7.8,207
2014,KIA,SOUL,STATION WAGON - SMALL,2,7.8,209
2014,KIA,SOUL ECO Dynamics,STATION WAGON - SMALL,2,7.8,202
2014,KIA,SPORTAGE,SUV - SMALL,2.4,8.3,230
2014,KIA,SPORTAGE,SUV - SMALL,2.4,9.3,260
2014,KIA,SPORTAGE AWD,SUV - SMALL,2,9.7,262
2014,KIA,SPORTAGE AWD,SUV - SMALL,2.4,9.1,246
2014,LAMBORGHINI,AVENTADOR COUPE,TWO-SEATER,6.5,12.9,421
2014,LAMBORGHINI,GALLARDO COUPE,TWO-SEATER,5.2,12.8,361
2014,LAMBORGHINI,GALLARDO COUPE,TWO-SEATER,5.2,13.5,400
2014,LAND ROVER,LR2,SUV - SMALL,2,9.9,274
2014,LAND ROVER,LR4,SUV - STANDARD,3,12.4,334
2014,LAND ROVER,RANGE ROVER EVOQUE,SUV - SMALL,2,7.9,225
2014,LAND ROVER,RANGE ROVER EVOQUE COUPE,SUV - SMALL,2,7.9,225
2014,LAND ROVER,RANGE ROVER LWB V8 5.0 SC,SUV - STANDARD,5,12.2,354
2014,LAND ROVER,RANGE ROVER LWB V8 5.0 SC FFV,SUV - STANDARD,5,12.5,347
2014,LAND ROVER,RANGE ROVER LWB V8 5.0 SC FFV,SUV - STANDARD,5,16.9,342
2014,LAND ROVER,RANGE ROVER SPORT V6 3.0 SC,SUV - STANDARD,3,10.2,285
2014,LAND ROVER,RANGE ROVER SPORT V6 3.0 SC FFV,SUV - STANDARD,3,10.2,285
2014,LAND ROVER,RANGE ROVER SPORT V6 3.0 SC FFV,SUV - STANDARD,3,14.9,278
2014,LAND ROVER,RANGE ROVER SPORT V8 5.0 SC,SUV - STANDARD,5,12.2,345
2014,LAND ROVER,RANGE ROVER SPORT V8 5.0 SC FFV,SUV - STANDARD,5,12.3,338
2014,LAND ROVER,RANGE ROVER SPORT V8 5.0 SC FFV,SUV - STANDARD,5,16.6,331
2014,LAND ROVER,RANGE ROVER V6 3.0 SC,SUV - STANDARD,3,10.1,283
2014,LAND ROVER,RANGE ROVER V6 3.0 SC FFV,SUV - STANDARD,3,10.1,283
2014,LAND ROVER,RANGE ROVER V6 3.0 SC FFV,SUV - STANDARD,3,14.8,277
2014,LAND ROVER,RANGE ROVER V8 5.0 SC,SUV - STANDARD,5,12.2,354
2014,LAND ROVER,RANGE ROVER V8 5.0 SC FFV,SUV - STANDARD,5,12.5,347
2014,LAND ROVER,RANGE ROVER V8 5.0 SC FFV,SUV - STANDARD,5,16.9,342
2014,LEXUS,CT 200h,COMPACT,1.8,5.8,129
2014,LEXUS,ES 300h,MID-SIZE,2.5,6.2,138
2014,LEXUS,ES 350,MID-SIZE,3.5,7.6,221
2014,LEXUS,GS 350,MID-SIZE,3.5,8.3,239
2014,LEXUS,GS 350 AWD,MID-SIZE,3.5,9.1,253
2014,LEXUS,GS 450h,MID-SIZE,3.5,7.4,175
2014,LEXUS,GX 460,SUV - STANDARD,4.6,11.8,320
2014,LEXUS,IS 250,COMPACT,2.5,7.8,223
2014,LEXUS,IS 250 AWD,COMPACT,2.5,8.7,239
2014,LEXUS,IS 250 C,SUBCOMPACT,2.5,7.8,223
2014,LEXUS,IS 350,COMPACT,3.5,8.7,244
2014,LEXUS,IS 350 AWD,COMPACT,3.5,9.1,253
2014,LEXUS,IS 350 C,SUBCOMPACT,3.5,8.7,244
2014,LEXUS,IS F,SUBCOMPACT,5,10.1,290
2014,LEXUS,LS 460,MID-SIZE,4.6,9.6,283
2014,LEXUS,LS 460 AWD,MID-SIZE,4.6,10.3,297
2014,LEXUS,LS 460 L AWD,MID-SIZE,4.6,10.3,297
2014,LEXUS,LS 600h L,MID-SIZE,5,10.7,262
2014,LEXUS,LX 570,SUV - STANDARD,5.7,13.6,380
2014,LEXUS,RX 350 AWD,SUV - SMALL,3.5,9.8,269
2014,LEXUS,RX 350 AWD,SUV - SMALL,3.5,9.1,255
2014,LEXUS,RX 450h AWD,SUV - SMALL,3.5,8.6,189
2014,LINCOLN,MKS AWD,FULL-SIZE,3.5,9.4,271
2014,LINCOLN,MKS AWD,FULL-SIZE,3.7,9,260
2014,LINCOLN,MKT AWD,SUV - STANDARD,3.5,10.4,294
2014,LINCOLN,MKT LIVERY,SPECIAL PURPOSE VEHICLE,2,8.5,235
2014,LINCOLN,MKT LIVERY AWD,SPECIAL PURPOSE VEHICLE,3.7,9.9,281
2014,LINCOLN,MKX AWD,SUV - SMALL,3.7,10.4,281
2014,LINCOLN,MKZ,MID-SIZE,2,7.1,207
2014,LINCOLN,MKZ AWD,MID-SIZE,3.7,9.3,262
2014,LINCOLN,MKZ HYBRID,MID-SIZE,2,6.4,145
2014,LINCOLN,NAVIGATOR 4X4 FFV,SUV - STANDARD,5.4,13.3,368
2014,LINCOLN,NAVIGATOR 4X4 FFV,SUV - STANDARD,5.4,18,346
2014,MASERATI,GHIBLI,MID-SIZE,3,9.6,292
2014,MASERATI,GHIBLI AWD,MID-SIZE,3,9.6,292
2014,MASERATI,GRANTURISMO,SUBCOMPACT,4.7,11.4,347
2014,MASERATI,GRANTURISMO CONVERTIBLE,SUBCOMPACT,4.7,11.7,352
2014,MASERATI,QUATTROPORTE GTS,FULL-SIZE,3.8,10.7,334
2014,MASERATI,QUATTROPORTE SQ4,FULL-SIZE,3,9.7,301
2014,MAZDA,CX-5,SUV - SMALL,2,7.3,189
2014,MAZDA,CX-5,SUV - SMALL,2,6.8,184
2014,MAZDA,CX-5,SUV - SMALL,2.5,7.4,198
2014,MAZDA,CX-5 4WD,SUV - SMALL,2,7.6,196
2014,MAZDA,CX-5 4WD,SUV - SMALL,2.5,7.9,205
2014,MAZDA,CX-9,SUV - SMALL,3.7,10,283
2014,MAZDA,CX-9 4WD,SUV - SMALL,3.7,10.6,290
2014,MAZDA,MAZDA2,COMPACT,1.5,6.9,177
2014,MAZDA,MAZDA2,COMPACT,1.5,6.7,170
2014,MAZDA,MAZDA3 4-DOOR,COMPACT,2,5.7,159
2014,MAZDA,MAZDA3 4-DOOR,COMPACT,2,5.8,161
2014,MAZDA,MAZDA3 4-DOOR,COMPACT,2.5,6.1,170
2014,MAZDA,MAZDA3 4-DOOR (i-ELOOP),COMPACT,2.5,6.1,168
2014,MAZDA,MAZDA3 4-DOOR (SIL),COMPACT,2,5.8,161
2014,MAZDA,MAZDA3 5-DOOR,MID-SIZE,2,5.9,163
2014,MAZDA,MAZDA3 5-DOOR,MID-SIZE,2,5.9,166
2014,MAZDA,MAZDA3 5-DOOR,MID-SIZE,2.5,6.5,177
2014,MAZDA,MAZDA3 5-DOOR (i-ELOOP),MID-SIZE,2.5,6.1,168
2014,MAZDA,MAZDA3 5-DOOR (SIL),MID-SIZE,2,5.9,166
2014,MAZDA,MAZDA5,MINIVAN,2.5,8.4,223
2014,MAZDA,MAZDA5,MINIVAN,2.5,8.3,225
2014,MAZDA,MAZDA6,MID-SIZE,2.5,6.2,175
2014,MAZDA,MAZDA6,MID-SIZE,2.5,6.4,186
2014,MAZDA,MAZDA6 (i-ELOOP),MID-SIZE,2.5,5.9,168
2014,MAZDA,MX-5,TWO-SEATER,2,8.5,235
2014,MAZDA,MX-5,TWO-SEATER,2,8.5,221
2014,MAZDA,MX-5,TWO-SEATER,2,8.4,228
2014,MERCEDES-BENZ,B 250,STATION WAGON - SMALL,2,6.6,184
2014,MERCEDES-BENZ,C 250,COMPACT,1.8,7.5,216
2014,MERCEDES-BENZ,C 250 COUPE,SUBCOMPACT,1.8,7.4,216
2014,MERCEDES-BENZ,C 300 4MATIC FFV,COMPACT,3.5,8.5,242
2014,MERCEDES-BENZ,C 300 4MATIC FFV,COMPACT,3.5,11.1,224
2014,MERCEDES-BENZ,C 350,COMPACT,3.5,8.6,242
2014,MERCEDES-BENZ,C 350 4MATIC,COMPACT,3.5,8.6,239
2014,MERCEDES-BENZ,C 350 4MATIC COUPE,SUBCOMPACT,3.5,8.7,244
2014,MERCEDES-BENZ,C 350 COUPE,SUBCOMPACT,3.5,8.6,242
2014,MERCEDES-BENZ,C 63 AMG,COMPACT,6.2,11.9,347
2014,MERCEDES-BENZ,C 63 AMG COUPE,SUBCOMPACT,6.2,12.2,352
2014,MERCEDES-BENZ,CL 550 4MATIC,COMPACT,4.7,10.4,304
2014,MERCEDES-BENZ,CL 63 AMG,COMPACT,5.5,11,308
2014,MERCEDES-BENZ,CLA 250,COMPACT,2,6.2,179
2014,MERCEDES-BENZ,CLA 45 AMG 4MATIC,COMPACT,2,7.8,212
2014,MERCEDES-BENZ,CLS 550 4MATIC,COMPACT,4.7,9.4,264
2014,MERCEDES-BENZ,CLS 63 AMG 4MATIC,COMPACT,5.5,10.7,301
2014,MERCEDES-BENZ,CLS 63 AMG S 4MATIC,COMPACT,5.5,10.7,301
2014,MERCEDES-BENZ,E 250 BLUETEC 4MATIC,MID-SIZE,2.1,5.7,194
2014,MERCEDES-BENZ,E 300 4MATIC,MID-SIZE,3.5,8.2,235
2014,MERCEDES-BENZ,E 350 4MATIC,MID-SIZE,3.5,8.1,230
2014,MERCEDES-BENZ,E 350 4MATIC COUPE,SUBCOMPACT,3.5,8.5,239
2014,MERCEDES-BENZ,E 350 4MATIC WAGON,STATION WAGON - MID-SIZE,3.5,8.6,242
2014,MERCEDES-BENZ,E 350 CABRIOLET,SUBCOMPACT,3.5,8.5,239
2014,MERCEDES-BENZ,E 350 COUPE,SUBCOMPACT,3.5,8.2,235
2014,MERCEDES-BENZ,E 400 HYBRID,MID-SIZE,3.5,7.9,202
